method,dataset,accuracy
GATConv,citeseer,0.7613259668508288
GATConv,citeseer,0.7541436464088398
GATConv,citeseer,0.7265193370165746
GATConv,citeseer,0.7613259668508288
GATConv,citeseer,0.7585635359116022
GATConv,citeseer,0.7640883977900552
GATConv,citeseer,0.7541436464088398
GATConv,citeseer,0.7624309392265194
GATConv,citeseer,0.7640883977900552
GATConv,citeseer,0.7392265193370166
GATConv,citeseer,0.7502762430939226
GATConv,citeseer,0.7475138121546961
GATConv,citeseer,0.7093922651933702
GATConv,citeseer,0.7292817679558011
GATConv,citeseer,0.7348066298342542
GATConv,citeseer,0.7182320441988951
GATConv,citeseer,0.7430939226519337
GATConv,citeseer,0.7364640883977901
GATConv,citeseer,0.7508287292817679
GATConv,citeseer,0.7265193370165746
GATConv,citeseer,0.7425414364640884
GATConv,citeseer,0.7193370165745856
GATConv,citeseer,0.7475138121546961
GATConv,citeseer,0.7204419889502762
GATConv,citeseer,0.7337016574585635
GATConv,citeseer,0.7182320441988951
GATConv,citeseer,0.7171270718232045
GATConv,citeseer,0.7480662983425415
GATConv,citeseer,0.7436464088397791
GATConv,citeseer,0.7254143646408839
GATConv,citeseer,0.7287292817679558
GATConv,citeseer,0.7265193370165746
GATConv,citeseer,0.7220994475138122
GATConv,citeseer,0.7215469613259669
GATConv,citeseer,0.7292817679558011
GATConv,citeseer,0.7016574585635359
GATConv,citeseer,0.7204419889502762
GATConv,citeseer,0.7132596685082873
GATConv,citeseer,0.7138121546961326
GATConv,citeseer,0.7314917127071823
GATConv,citeseer,0.7298342541436464
GATConv,citeseer,0.7204419889502762
GATConv,citeseer,0.7419889502762431
GATConv,citeseer,0.7149171270718232
GATConv,citeseer,0.7088397790055249
GATConv,citeseer,0.7209944751381215
GATConv,citeseer,0.7309392265193371
GATConv,citeseer,0.7237569060773481
GATConv,citeseer,0.7314917127071823
GATConv,citeseer,0.7497237569060774
GATConv,citeseer,0.7370165745856354
GATConv,citeseer,0.7508287292817679
GATConv,citeseer,0.7475138121546961
GATConv,citeseer,0.7154696132596685
GATConv,citeseer,0.7580110497237569
GATConv,citeseer,0.7508287292817679
GATConv,citeseer,0.7585635359116022
GATConv,citeseer,0.7331491712707182
GATConv,citeseer,0.7325966850828729
GATConv,citeseer,0.7475138121546961
GATConv,citeseer,0.7348066298342542
GATConv,citeseer,0.7370165745856354
GATConv,citeseer,0.7375690607734806
GATConv,citeseer,0.7430939226519337
GATConv,citeseer,0.7204419889502762
GATConv,citeseer,0.7403314917127072
GATConv,citeseer,0.7292817679558011
GATConv,citeseer,0.7325966850828729
GATConv,citeseer,0.7209944751381215
GATConv,citeseer,0.7160220994475138
GATConv,citeseer,0.7259668508287292
GATConv,citeseer,0.7320441988950276
GATConv,citeseer,0.7011049723756906
GATConv,citeseer,0.6988950276243094
GATConv,citeseer,0.7425414364640884
GATConv,citeseer,0.63646408839779
GATConv,citeseer,0.687292817679558
GATConv,citeseer,0.7220994475138122
GATConv,citeseer,0.7033149171270718
GATConv,citeseer,0.7419889502762431
GATConv,citeseer,0.6939226519337016
GATConv,citeseer,0.7359116022099448
GATConv,citeseer,0.7375690607734806
GATConv,citeseer,0.7386740331491712
GATConv,citeseer,0.7005524861878453
GATConv,citeseer,0.7292817679558011
GATConv,citeseer,0.7392265193370166
GATConv,citeseer,0.7408839779005525
GATConv,citeseer,0.6950276243093922
GATConv,citeseer,0.7243093922651934
GATConv,citeseer,0.7458563535911602
GATConv,citeseer,0.7414364640883978
GATConv,citeseer,0.7243093922651934
GATConv,citeseer,0.7359116022099448
GATConv,citeseer,0.7563535911602209
GATConv,citeseer,0.7430939226519337
GATConv,citeseer,0.7469613259668508
GATConv,citeseer,0.7530386740331492
GATConv,citeseer,0.7580110497237569
GATConv,citeseer,0.7502762430939226
GATConv,citeseer,0.7580110497237569
GATConv,citeseer,0.7530386740331492
GATConv,citeseer,0.7287292817679558
GATConv,citeseer,0.7104972375690608
GATConv,citeseer,0.7348066298342542
GATConv,citeseer,0.7497237569060774
GATConv,citeseer,0.7386740331491712
GATConv,citeseer,0.7292817679558011
GATConv,citeseer,0.7480662983425415
GATConv,citeseer,0.7215469613259669
GATConv,citeseer,0.7364640883977901
GATConv,citeseer,0.7160220994475138
GATConv,citeseer,0.7270718232044199
GATConv,citeseer,0.7281767955801105
GATConv,citeseer,0.7309392265193371
GATConv,citeseer,0.7348066298342542
GATConv,citeseer,0.7331491712707182
GATConv,citeseer,0.7337016574585635
GATConv,citeseer,0.7132596685082873
GATConv,citeseer,0.7220994475138122
GATConv,citeseer,0.7320441988950276
GATConv,citeseer,0.7298342541436464
GATConv,citeseer,0.7138121546961326
GATConv,citeseer,0.7143646408839779
GATConv,citeseer,0.7359116022099448
GATConv,citeseer,0.7342541436464088
GATConv,citeseer,0.7248618784530386
GATConv,citeseer,0.7381215469613259
GATConv,citeseer,0.7287292817679558
GATConv,citeseer,0.6994475138121546
GATConv,citeseer,0.7309392265193371
GATConv,citeseer,0.7287292817679558
GATConv,citeseer,0.7331491712707182
GATConv,citeseer,0.7292817679558011
GATConv,citeseer,0.7281767955801105
GATConv,citeseer,0.7243093922651934
GATConv,citeseer,0.7414364640883978
GATConv,citeseer,0.7309392265193371
GATConv,citeseer,0.7215469613259669
GATConv,citeseer,0.7143646408839779
GATConv,citeseer,0.7121546961325966
GATConv,citeseer,0.7154696132596685
GATConv,citeseer,0.7138121546961326
GATConv,citeseer,0.7027624309392265
GATConv,citeseer,0.7281767955801105
GATConv,citeseer,0.7265193370165746
GATConv,citeseer,0.7077348066298342
GATConv,citeseer,0.7082872928176795
GATConv,citeseer,0.7220994475138122
GATConv,citeseer,0.7165745856353591
GATConv,citeseer,0.7259668508287292
GATConv,citeseer,0.7265193370165746
GATConv,citeseer,0.7281767955801105
GATConv,citeseer,0.7215469613259669
GATConv,citeseer,0.7513812154696132
GATConv,citeseer,0.7232044198895028
GATConv,citeseer,0.7419889502762431
GATConv,citeseer,0.7160220994475138
GATConv,citeseer,0.7077348066298342
GATConv,citeseer,0.7342541436464088
GATConv,citeseer,0.7082872928176795
GATConv,citeseer,0.7088397790055249
GATConv,citeseer,0.7154696132596685
GATConv,citeseer,0.7099447513812155
GATConv,citeseer,0.7270718232044199
GATConv,citeseer,0.7160220994475138
GATConv,citeseer,0.7491712707182321
GATConv,citeseer,0.7171270718232045
GATConv,citeseer,0.7314917127071823
GATConv,citeseer,0.7060773480662983
GATConv,citeseer,0.7237569060773481
GATConv,citeseer,0.7132596685082873
GATConv,citeseer,0.7154696132596685
GATConv,citeseer,0.7270718232044199
GATConv,citeseer,0.7121546961325966
GATConv,citeseer,0.7237569060773481
GATConv,citeseer,0.7254143646408839
GATConv,citeseer,0.7143646408839779
GATConv,citeseer,0.7342541436464088
GATConv,citeseer,0.7325966850828729
GATConv,citeseer,0.7154696132596685
GATConv,citeseer,0.7209944751381215
GATConv,citeseer,0.7475138121546961
GATConv,citeseer,0.7165745856353591
GATConv,citeseer,0.7314917127071823
GATConv,citeseer,0.7176795580110498
GATConv,citeseer,0.7364640883977901
GATConv,citeseer,0.7226519337016575
GATConv,citeseer,0.7104972375690608
GATConv,citeseer,0.7685082872928177
GATConv,citeseer,0.7696132596685082
GATConv,citeseer,0.7613259668508288
GATConv,citeseer,0.7585635359116022
GATConv,citeseer,0.7635359116022099
GATConv,citeseer,0.7662983425414365
GATConv,citeseer,0.7524861878453039
GATConv,citeseer,0.7574585635359116
GATConv,citeseer,0.7740331491712708
GATConv,citeseer,0.7646408839779005
GATConv,citeseer,0.7541436464088398
GATConv,citeseer,0.7646408839779005
GATConv,citeseer,0.7679558011049724
GATConv,citeseer,0.7690607734806629
GATConv,citeseer,0.7668508287292818
GATConv,citeseer,0.7745856353591161
GATConv,citeseer,0.7707182320441989
GATConv,citeseer,0.7541436464088398
GATConv,citeseer,0.7668508287292818
GATConv,citeseer,0.7690607734806629
GATConv,citeseer,0.7497237569060774
GATConv,citeseer,0.7160220994475138
GATConv,citeseer,0.7138121546961326
GATConv,citeseer,0.7176795580110498
GATConv,citeseer,0.7353591160220995
GATConv,citeseer,0.7088397790055249
GATConv,citeseer,0.7187845303867403
GATConv,citeseer,0.7243093922651934
GATConv,citeseer,0.7187845303867403
GATConv,citeseer,0.7298342541436464
GATConv,citeseer,0.7232044198895028
GATConv,citeseer,0.7182320441988951
GATConv,citeseer,0.7298342541436464
GATConv,citeseer,0.7220994475138122
GATConv,citeseer,0.7237569060773481
GATConv,citeseer,0.7176795580110498
GATConv,citeseer,0.7093922651933702
GATConv,citeseer,0.7160220994475138
GATConv,citeseer,0.7232044198895028
GATConv,citeseer,0.7254143646408839
GATConv,citeseer,0.7535911602209945
GATConv,citeseer,0.7552486187845304
GATConv,citeseer,0.7143646408839779
GATConv,citeseer,0.7430939226519337
GATConv,citeseer,0.7569060773480663
GATConv,citeseer,0.7552486187845304
GATConv,citeseer,0.7359116022099448
GATConv,citeseer,0.7541436464088398
GATConv,citeseer,0.7585635359116022
GATConv,citeseer,0.7607734806629834
GATConv,citeseer,0.7558011049723757
GATConv,citeseer,0.7629834254143646
GATConv,citeseer,0.7558011049723757
GATConv,citeseer,0.7574585635359116
GATConv,citeseer,0.7475138121546961
GATConv,citeseer,0.7574585635359116
GATConv,citeseer,0.7469613259668508
GATConv,citeseer,0.7408839779005525
GATConv,citeseer,0.7469613259668508
GATConv,citeseer,0.7331491712707182
GATConv,citeseer,0.7292817679558011
GATConv,citeseer,0.7359116022099448
GATConv,citeseer,0.7348066298342542
GATConv,citeseer,0.7364640883977901
GATConv,citeseer,0.7337016574585635
GATConv,citeseer,0.7303867403314918
GATConv,citeseer,0.7441988950276243
GATConv,citeseer,0.7480662983425415
GATConv,citeseer,0.7259668508287292
GATConv,citeseer,0.7270718232044199
GATConv,citeseer,0.7508287292817679
GATConv,citeseer,0.7110497237569061
GATConv,citeseer,0.7292817679558011
GATConv,citeseer,0.7337016574585635
GATConv,citeseer,0.7364640883977901
GATConv,citeseer,0.6751381215469613
GATConv,citeseer,0.7430939226519337
GATConv,citeseer,0.7248618784530386
GATConv,citeseer,0.7441988950276243
GATConv,citeseer,0.7248618784530386
GATConv,citeseer,0.7475138121546961
GATConv,citeseer,0.7508287292817679
GATConv,citeseer,0.7176795580110498
GATConv,citeseer,0.7337016574585635
GATConv,citeseer,0.7397790055248619
GATConv,citeseer,0.7486187845303868
GATConv,citeseer,0.7480662983425415
GATConv,citeseer,0.7453038674033149
GATConv,citeseer,0.7348066298342542
GATConv,citeseer,0.7651933701657458
GATConv,citeseer,0.7458563535911602
GATConv,citeseer,0.7314917127071823
GATConv,citeseer,0.7359116022099448
GATConv,citeseer,0.7475138121546961
GATConv,citeseer,0.7397790055248619
GATConv,citeseer,0.7337016574585635
GATConv,citeseer,0.7502762430939226
GATConv,citeseer,0.7375690607734806
GATConv,citeseer,0.7563535911602209
GATConv,citeseer,0.7580110497237569
GATConv,citeseer,0.7303867403314918
GATConv,citeseer,0.7237569060773481
GATConv,citeseer,0.7160220994475138
GATConv,citeseer,0.7342541436464088
GATConv,citeseer,0.7033149171270718
GATConv,citeseer,0.7309392265193371
GATConv,citeseer,0.7182320441988951
GATConv,citeseer,0.7182320441988951
GATConv,citeseer,0.7325966850828729
GATConv,citeseer,0.7381215469613259
GATConv,citeseer,0.7353591160220995
GATConv,citeseer,0.7165745856353591
GATConv,citeseer,0.7143646408839779
GATConv,citeseer,0.7337016574585635
GATConv,citeseer,0.7314917127071823
GATConv,citeseer,0.7149171270718232
GATConv,citeseer,0.7132596685082873
GATConv,citeseer,0.7237569060773481
GATConv,citeseer,0.7232044198895028
GATConv,citeseer,0.7287292817679558
GATConv,citeseer,0.7287292817679558
GATConv,citeseer,0.7292817679558011
GATConv,citeseer,0.7243093922651934
GATConv,citeseer,0.7071823204419889
GATConv,citeseer,0.7331491712707182
GATConv,citeseer,0.7403314917127072
GATConv,citeseer,0.7270718232044199
GATConv,citeseer,0.7237569060773481
GATConv,citeseer,0.7259668508287292
GATConv,citeseer,0.7270718232044199
GATConv,citeseer,0.7243093922651934
GATConv,citeseer,0.7176795580110498
GATConv,citeseer,0.7237569060773481
GATConv,citeseer,0.7265193370165746
GATConv,citeseer,0.7248618784530386
GATConv,citeseer,0.7226519337016575
GATConv,citeseer,0.7259668508287292
GATConv,citeseer,0.7121546961325966
GATConv,citeseer,0.7237569060773481
GATConv,citeseer,0.7381215469613259
GATConv,citeseer,0.6944751381215469
GATConv,citeseer,0.7602209944751381
GATConv,citeseer,0.7530386740331492
GATConv,citeseer,0.7685082872928177
GATConv,citeseer,0.7414364640883978
GATConv,citeseer,0.7502762430939226
GATConv,citeseer,0.7176795580110498
GATConv,citeseer,0.7569060773480663
GATConv,citeseer,0.7464088397790055
GATConv,citeseer,0.7508287292817679
GATConv,citeseer,0.7541436464088398
GATConv,citeseer,0.7325966850828729
GATConv,citeseer,0.7314917127071823
GATConv,citeseer,0.7618784530386741
GATConv,citeseer,0.7569060773480663
GATConv,citeseer,0.7502762430939226
GATConv,citeseer,0.7640883977900552
GATConv,citeseer,0.7375690607734806
GATConv,citeseer,0.7651933701657458
GATConv,citeseer,0.7668508287292818
GATConv,citeseer,0.7281767955801105
GATConv,citeseer,0.7270718232044199
GATConv,citeseer,0.7022099447513812
GATConv,citeseer,0.7303867403314918
GATConv,citeseer,0.7220994475138122
GATConv,citeseer,0.7033149171270718
GATConv,citeseer,0.7104972375690608
GATConv,citeseer,0.6883977900552486
GATConv,citeseer,0.7022099447513812
GATConv,citeseer,0.7066298342541436
GATConv,citeseer,0.7011049723756906
GATConv,citeseer,0.6950276243093922
GATConv,citeseer,0.7082872928176795
GATConv,citeseer,0.7243093922651934
GATConv,citeseer,0.6917127071823205
GATConv,citeseer,0.7110497237569061
GATConv,citeseer,0.6961325966850829
GATConv,citeseer,0.6845303867403315
GATConv,citeseer,0.7292817679558011
GATConv,citeseer,0.7226519337016575
GATConv,citeseer,0.712707182320442
GATConv,citeseer,0.6972375690607735
GATConv,citeseer,0.7292817679558011
GATConv,citeseer,0.7071823204419889
GATConv,citeseer,0.7060773480662983
GATConv,citeseer,0.7287292817679558
GATConv,citeseer,0.7088397790055249
GATConv,citeseer,0.7143646408839779
GATConv,citeseer,0.7243093922651934
GATConv,citeseer,0.7303867403314918
GATConv,citeseer,0.7193370165745856
GATConv,citeseer,0.7093922651933702
GATConv,citeseer,0.7143646408839779
GATConv,citeseer,0.7149171270718232
GATConv,citeseer,0.7104972375690608
GATConv,citeseer,0.6961325966850829
GATConv,citeseer,0.7204419889502762
GATConv,citeseer,0.7071823204419889
GATConv,citeseer,0.7314917127071823
GATConv,citeseer,0.7270718232044199
GATConv,citeseer,0.7265193370165746
GATConv,citeseer,0.7237569060773481
GATConv,citeseer,0.7298342541436464
GATConv,citeseer,0.7220994475138122
GATConv,citeseer,0.7138121546961326
GATConv,citeseer,0.7430939226519337
GATConv,citeseer,0.7259668508287292
GATConv,citeseer,0.7353591160220995
GATConv,citeseer,0.7154696132596685
GATConv,citeseer,0.7154696132596685
GATConv,citeseer,0.7104972375690608
GATConv,citeseer,0.7143646408839779
GATConv,citeseer,0.7232044198895028
GATConv,citeseer,0.6895027624309392
GATConv,citeseer,0.7116022099447514
GATConv,citeseer,0.7077348066298342
GATConv,citeseer,0.7220994475138122
GATConv,citeseer,0.7303867403314918
GATConv,citeseer,0.7303867403314918
GATConv,citeseer,0.7270718232044199
GATConv,citeseer,0.7425414364640884
GATConv,citeseer,0.7331491712707182
GATConv,citeseer,0.7182320441988951
GATConv,citeseer,0.7204419889502762
GATConv,citeseer,0.7270718232044199
GATConv,citeseer,0.7292817679558011
GATConv,citeseer,0.7331491712707182
GATConv,citeseer,0.7331491712707182
GATConv,citeseer,0.7325966850828729
GATConv,citeseer,0.7171270718232045
GATConv,citeseer,0.7403314917127072
GATConv,citeseer,0.7187845303867403
GATConv,citeseer,0.7088397790055249
GATConv,citeseer,0.7414364640883978
GATConv,citeseer,0.7408839779005525
GATConv,citeseer,0.7187845303867403
GATConv,citeseer,0.7248618784530386
GATConv,citeseer,0.7270718232044199
GATConv,citeseer,0.7353591160220995
GATConv,citeseer,0.7259668508287292
GATConv,citeseer,0.7408839779005525
GATConv,citeseer,0.7033149171270718
GATConv,citeseer,0.7292817679558011
GATConv,citeseer,0.7193370165745856
GATConv,citeseer,0.7187845303867403
GATConv,citeseer,0.7337016574585635
GATConv,citeseer,0.6895027624309392
GATConv,citeseer,0.7276243093922652
GATConv,citeseer,0.7364640883977901
GATConv,citeseer,0.7154696132596685
GATConv,citeseer,0.7116022099447514
GATConv,citeseer,0.7337016574585635
GATConv,citeseer,0.7187845303867403
GATConv,citeseer,0.7386740331491712
GATConv,citeseer,0.7237569060773481
GATConv,citeseer,0.7292817679558011
GATConv,citeseer,0.7204419889502762
GATConv,citeseer,0.7348066298342542
GATConv,citeseer,0.7314917127071823
GATConv,citeseer,0.7337016574585635
GATConv,citeseer,0.7480662983425415
GATConv,citeseer,0.7635359116022099
GATConv,citeseer,0.7701657458563536
GATConv,citeseer,0.7447513812154696
GATConv,citeseer,0.7552486187845304
GATConv,citeseer,0.7701657458563536
GATConv,citeseer,0.7491712707182321
GATConv,citeseer,0.7613259668508288
GATConv,citeseer,0.7640883977900552
GATConv,citeseer,0.7701657458563536
GATConv,citeseer,0.7497237569060774
GATConv,citeseer,0.7497237569060774
GATConv,citeseer,0.7585635359116022
GATConv,citeseer,0.7795580110497238
GATConv,citeseer,0.7552486187845304
GATConv,citeseer,0.7795580110497238
GATConv,citeseer,0.7651933701657458
GATConv,citeseer,0.7480662983425415
GATConv,citeseer,0.7563535911602209
GATConv,citeseer,0.7762430939226519
GATConv,citeseer,0.7486187845303868
GATConv,citeseer,0.7629834254143646
GATConv,citeseer,0.7447513812154696
GATConv,citeseer,0.7447513812154696
GATConv,citeseer,0.7502762430939226
GATConv,citeseer,0.7585635359116022
GATConv,citeseer,0.7204419889502762
GATConv,citeseer,0.7502762430939226
GATConv,citeseer,0.7541436464088398
GATConv,citeseer,0.7546961325966851
GATConv,citeseer,0.7640883977900552
GATConv,citeseer,0.7265193370165746
GATConv,citeseer,0.7408839779005525
GATConv,citeseer,0.7558011049723757
GATConv,citeseer,0.7602209944751381
GATConv,citeseer,0.7502762430939226
GATConv,citeseer,0.7552486187845304
GATConv,citeseer,0.7281767955801105
GATConv,citeseer,0.7580110497237569
GATConv,citeseer,0.7453038674033149
GATConv,citeseer,0.7353591160220995
GATConv,citeseer,0.7519337016574585
GATConv,citeseer,0.7342541436464088
GATConv,citeseer,0.7154696132596685
GATConv,citeseer,0.7508287292817679
GATConv,citeseer,0.7403314917127072
GATConv,citeseer,0.7325966850828729
GATConv,citeseer,0.7414364640883978
GATConv,citeseer,0.7425414364640884
GATConv,citeseer,0.7116022099447514
GATConv,citeseer,0.7259668508287292
GATConv,citeseer,0.7182320441988951
GATConv,citeseer,0.7353591160220995
GATConv,citeseer,0.7469613259668508
GATConv,citeseer,0.7281767955801105
GATConv,citeseer,0.7480662983425415
GATConv,citeseer,0.7364640883977901
GATConv,citeseer,0.7281767955801105
GATConv,citeseer,0.7375690607734806
GATConv,citeseer,0.7110497237569061
GATConv,citeseer,0.7193370165745856
GATConv,citeseer,0.7585635359116022
GATConv,citeseer,0.7613259668508288
GATConv,citeseer,0.7563535911602209
GATConv,citeseer,0.7447513812154696
GATConv,citeseer,0.7430939226519337
GATConv,citeseer,0.7353591160220995
GATConv,citeseer,0.7353591160220995
GATConv,citeseer,0.7370165745856354
GATConv,citeseer,0.7276243093922652
GATConv,citeseer,0.7397790055248619
GATConv,citeseer,0.7441988950276243
GATConv,citeseer,0.7392265193370166
GATConv,citeseer,0.7419889502762431
GATConv,citeseer,0.7458563535911602
GATConv,citeseer,0.7348066298342542
GATConv,citeseer,0.7640883977900552
GATConv,citeseer,0.7403314917127072
GATConv,citeseer,0.7491712707182321
GATConv,citeseer,0.7574585635359116
GATConv,citeseer,0.7209944751381215
GATConv,citeseer,0.7458563535911602
GATConv,citeseer,0.7480662983425415
GATConv,citeseer,0.7392265193370166
GATConv,citeseer,0.7558011049723757
GATConv,citeseer,0.7513812154696132
GATConv,citeseer,0.7237569060773481
GATConv,citeseer,0.7348066298342542
GATConv,citeseer,0.7469613259668508
GATConv,citeseer,0.7320441988950276
GATConv,citeseer,0.7403314917127072
GATConv,citeseer,0.7508287292817679
GATConv,citeseer,0.7563535911602209
GATConv,citeseer,0.7364640883977901
GATConv,citeseer,0.7359116022099448
GATConv,citeseer,0.7325966850828729
GATConv,citeseer,0.7337016574585635
GATConv,citeseer,0.7447513812154696
GATConv,citeseer,0.7364640883977901
GATConv,citeseer,0.7337016574585635
GATConv,citeseer,0.7292817679558011
GATConv,citeseer,0.7276243093922652
GATConv,citeseer,0.7160220994475138
GATConv,citeseer,0.7088397790055249
GATConv,citeseer,0.7292817679558011
GATConv,citeseer,0.7143646408839779
GATConv,citeseer,0.7270718232044199
GATConv,citeseer,0.7303867403314918
GATConv,citeseer,0.7270718232044199
GATConv,citeseer,0.7403314917127072
GATConv,citeseer,0.7541436464088398
GATConv,citeseer,0.7104972375690608
GATConv,citeseer,0.6939226519337016
GATConv,citeseer,0.7099447513812155
GATConv,citeseer,0.7071823204419889
GATConv,citeseer,0.7298342541436464
GATConv,citeseer,0.6955801104972376
GATConv,citeseer,0.6911602209944752
GATConv,citeseer,0.7276243093922652
GATConv,citeseer,0.7215469613259669
GATConv,citeseer,0.7464088397790055
GATConv,citeseer,0.7187845303867403
GATConv,citeseer,0.7182320441988951
GATConv,citeseer,0.7491712707182321
GATConv,citeseer,0.7475138121546961
GATConv,citeseer,0.7458563535911602
GATConv,citeseer,0.6933701657458563
GATConv,citeseer,0.7154696132596685
GATConv,citeseer,0.7530386740331492
GATConv,citeseer,0.7132596685082873
GATConv,citeseer,0.7403314917127072
GATConv,citeseer,0.7480662983425415
GATConv,citeseer,0.7392265193370166
GATConv,citeseer,0.7585635359116022
GATConv,citeseer,0.7646408839779005
GATConv,citeseer,0.7359116022099448
GATConv,citeseer,0.7513812154696132
GATConv,citeseer,0.7453038674033149
GATConv,citeseer,0.7425414364640884
GATConv,citeseer,0.6414364640883978
GATConv,citeseer,0.6839779005524862
GATConv,citeseer,0.7486187845303868
GATConv,citeseer,0.7447513812154696
GATConv,citeseer,0.7309392265193371
GATConv,citeseer,0.7281767955801105
GATConv,citeseer,0.7364640883977901
GATConv,citeseer,0.7419889502762431
GATConv,citeseer,0.7607734806629834
GATConv,citeseer,0.7502762430939226
GATConv,citeseer,0.7453038674033149
GATConv,citeseer,0.7569060773480663
GATConv,citeseer,0.7447513812154696
GATConv,citeseer,0.7441988950276243
GATConv,citeseer,0.7502762430939226
GATConv,citeseer,0.7513812154696132
GATConv,citeseer,0.7441988950276243
GATConv,citeseer,0.7408839779005525
GATConv,citeseer,0.7138121546961326
GATConv,citeseer,0.7524861878453039
GATConv,citeseer,0.7364640883977901
GATConv,citeseer,0.7060773480662983
GATConv,citeseer,0.7298342541436464
GATConv,citeseer,0.7408839779005525
GATConv,citeseer,0.7331491712707182
GATConv,citeseer,0.7381215469613259
GATConv,citeseer,0.7441988950276243
GATConv,citeseer,0.7392265193370166
GATConv,citeseer,0.7469613259668508
GATConv,citeseer,0.7243093922651934
GATConv,citeseer,0.7480662983425415
GATConv,citeseer,0.7524861878453039
GATConv,citeseer,0.7254143646408839
GATConv,citeseer,0.7502762430939226
GATConv,citeseer,0.7375690607734806
GATConv,citeseer,0.7353591160220995
GATConv,citeseer,0.7342541436464088
GATConv,citeseer,0.7337016574585635
GATConv,citeseer,0.7563535911602209
GATConv,citeseer,0.7491712707182321
GATConv,citeseer,0.7419889502762431
GATConv,citeseer,0.7337016574585635
GATConv,citeseer,0.7414364640883978
GATConv,citeseer,0.7276243093922652
GATConv,citeseer,0.7209944751381215
GATConv,citeseer,0.7436464088397791
GATConv,citeseer,0.7287292817679558
GATConv,citeseer,0.7381215469613259
GATConv,citeseer,0.7320441988950276
GATConv,citeseer,0.7370165745856354
GATConv,citeseer,0.7392265193370166
GATConv,citeseer,0.7353591160220995
GATConv,citeseer,0.7281767955801105
GATConv,citeseer,0.7403314917127072
GATConv,citeseer,0.7497237569060774
GATConv,citeseer,0.7292817679558011
GATConv,citeseer,0.7436464088397791
GATConv,citeseer,0.7364640883977901
GATConv,citeseer,0.7171270718232045
GATConv,citeseer,0.7458563535911602
GATConv,citeseer,0.7254143646408839
GATConv,citeseer,0.7464088397790055
GATConv,citeseer,0.7408839779005525
GATConv,citeseer,0.7430939226519337
GATConv,citeseer,0.7364640883977901
GATConv,citeseer,0.7281767955801105
GATConv,citeseer,0.7375690607734806
GATConv,citeseer,0.7508287292817679
GATConv,citeseer,0.7342541436464088
GATConv,citeseer,0.7453038674033149
GATConv,citeseer,0.7475138121546961
GATConv,citeseer,0.7535911602209945
GATConv,citeseer,0.7480662983425415
GATConv,citeseer,0.7475138121546961
GATConv,citeseer,0.7486187845303868
GATConv,citeseer,0.7375690607734806
GATConv,citeseer,0.7425414364640884
GATConv,citeseer,0.7243093922651934
GATConv,citeseer,0.7458563535911602
GATConv,citeseer,0.7381215469613259
GATConv,citeseer,0.7386740331491712
GATConv,citeseer,0.7480662983425415
GATConv,citeseer,0.7508287292817679
GATConv,citeseer,0.7011049723756906
GATConv,citeseer,0.661878453038674
GATConv,citeseer,0.7414364640883978
GATConv,citeseer,0.7502762430939226
GATConv,citeseer,0.6773480662983425
GATConv,citeseer,0.7375690607734806
GATConv,citeseer,0.7392265193370166
GATConv,citeseer,0.7325966850828729
GATConv,citeseer,0.7386740331491712
GATConv,citeseer,0.7397790055248619
GATConv,citeseer,0.7408839779005525
GATConv,citeseer,0.7386740331491712
GATConv,citeseer,0.7160220994475138
GATConv,citeseer,0.7392265193370166
GATConv,citeseer,0.7226519337016575
GATConv,citeseer,0.7458563535911602
GATConv,citeseer,0.7392265193370166
GATConv,citeseer,0.7226519337016575
GATConv,citeseer,0.7629834254143646
GATConv,citeseer,0.7513812154696132
GATConv,citeseer,0.7386740331491712
GATConv,citeseer,0.7458563535911602
GATConv,citeseer,0.7447513812154696
GATConv,citeseer,0.7419889502762431
GATConv,citeseer,0.7430939226519337
GATConv,citeseer,0.7502762430939226
GATConv,citeseer,0.7414364640883978
GATConv,citeseer,0.7607734806629834
GATConv,citeseer,0.7558011049723757
GATConv,citeseer,0.7419889502762431
GATConv,citeseer,0.7513812154696132
GATConv,citeseer,0.7314917127071823
GATConv,citeseer,0.7453038674033149
GATConv,citeseer,0.7436464088397791
GATConv,citeseer,0.7397790055248619
GATConv,citeseer,0.7574585635359116
GATConv,citeseer,0.7314917127071823
GATConv,citeseer,0.7563535911602209
GATConv,citeseer,0.7011049723756906
GATConv,citeseer,0.6983425414364641
GATConv,citeseer,0.7138121546961326
GATConv,citeseer,0.7154696132596685
GATConv,citeseer,0.7325966850828729
GATConv,citeseer,0.7116022099447514
GATConv,citeseer,0.7182320441988951
GATConv,citeseer,0.6867403314917127
GATConv,citeseer,0.7149171270718232
GATConv,citeseer,0.7082872928176795
GATConv,citeseer,0.7143646408839779
GATConv,citeseer,0.7176795580110498
GATConv,citeseer,0.7088397790055249
GATConv,citeseer,0.7082872928176795
GATConv,citeseer,0.6922651933701658
GATConv,citeseer,0.6662983425414365
GATConv,citeseer,0.7204419889502762
GATConv,citeseer,0.7171270718232045
GATConv,citeseer,0.7110497237569061
GATConv,citeseer,0.7232044198895028
GATConv,citeseer,0.7270718232044199
GATConv,citeseer,0.7541436464088398
GATConv,citeseer,0.7530386740331492
GATConv,citeseer,0.7187845303867403
GATConv,citeseer,0.7436464088397791
GATConv,citeseer,0.7453038674033149
GATConv,citeseer,0.7707182320441989
